"","feature","sentiment"
"32950"," unerfreulichen ","-1"
"32951"," unerfreulicher ","-1"
"32952"," unerfreulichere ","-1"
"32953"," unerfreulicherem ","-1"
"32954"," unerfreulicheren ","-1"
"32955"," unerfreulicherer ","-1"
"32956"," unerfreulicheres ","-1"
"32957"," unerfreuliches ","-1"
"32958"," unerfreulichst ","-1"
"32959"," unerfreulichste ","-1"
"32960"," unerfreulichstem ","-1"
"32961"," unerfreulichsten ","-1"
"32962"," unerfreulichster ","-1"
"32963"," unerfreulichstes ","-1"
"32964"," unerfüllt ","-1"
"32965"," unergiebig ","-1"
"32966"," unergründlich ","-1"
"32967"," unerheblich ","-1"
"20678"," unerheblichkeit ","-1"
"32968"," unerhört ","-1"
"32969"," unerhörte ","-1"
"32970"," unerhörtem ","-1"
"32971"," unerhörten ","-1"
"32972"," unerhörter ","-1"
"32973"," unerhörtere ","-1"
"32974"," unerhörterem ","-1"
"32975"," unerhörteren ","-1"
"32976"," unerhörterer ","-1"
"32977"," unerhörteres ","-1"
"32978"," unerhörtes ","-1"
"32979"," unerhörtest ","-1"
"32980"," unerhörteste ","-1"
"32981"," unerhörtestem ","-1"
"32982"," unerhörtesten ","-1"
"32983"," unerhörtester ","-1"
"32984"," unerhörtestes ","-1"
"32985"," unerklärlich ","-1"
"32986"," unerklärliche ","-1"
"32987"," unerklärlichem ","-1"
"32988"," unerklärlichen ","-1"
"32989"," unerklärlicher ","-1"
"32990"," unerklärlichere ","-1"
"32991"," unerklärlicherem ","-1"
"32992"," unerklärlicheren ","-1"
"32993"," unerklärlicherer ","-1"
"32994"," unerklärlicheres ","-1"
"32995"," unerklärliches ","-1"
"32996"," unerklärlichst ","-1"
"32997"," unerklärlichste ","-1"
"32998"," unerklärlichstem ","-1"
"32999"," unerklärlichsten ","-1"
"33000"," unerklärlichster ","-1"
"33001"," unerklärlichstes ","-1"
"33002"," unerklärt ","-1"
"1727"," unerlässlichkeit ","1"
"33003"," unerlaubt ","-1"
"33004"," unerlaubte ","-1"
"33005"," unerlaubtem ","-1"
"33006"," unerlaubten ","-1"
"33007"," unerlaubter ","-1"
"33008"," unerlaubtere ","-1"
"33009"," unerlaubterem ","-1"
"33010"," unerlaubteren ","-1"
"33011"," unerlaubterer ","-1"
"33012"," unerlaubteres ","-1"
"33013"," unerlaubtes ","-1"
"33014"," unerlaubtest ","-1"
"33015"," unerlaubteste ","-1"
"33016"," unerlaubtestem ","-1"
"33017"," unerlaubtesten ","-1"
"33018"," unerlaubtester ","-1"
"33019"," unerlaubtestes ","-1"
"33020"," unerledigt ","-1"
"14787"," unermesslich ","1"
"14789"," unermeßlich ","1"
"14788"," unermessliche ","1"
"14790"," unermeßliche ","1"
"14791"," unermeßlichem ","1"
"14792"," unermeßlichen ","1"
"14793"," unermeßlicher ","1"
"14794"," unermeßlichere ","1"
"14795"," unermeßlicherem ","1"
"14796"," unermeßlicheren ","1"
"14797"," unermeßlicherer ","1"
"14798"," unermeßlicheres ","1"
"14799"," unermeßliches ","1"
"14800"," unermeßlichst ","1"
"14801"," unermeßlichste ","1"
"14802"," unermeßlichstem ","1"
"14803"," unermeßlichsten ","1"
"14804"," unermeßlichster ","1"
"14805"," unermeßlichstes ","1"
"14806"," unermüdlich ","1"
"14807"," unermüdliche ","1"
"14808"," unermüdlichem ","1"
"14809"," unermüdlichen ","1"
"14810"," unermüdlicher ","1"
"14811"," unermüdlichere ","1"
"14812"," unermüdlicherem ","1"
"14813"," unermüdlicheren ","1"
"14814"," unermüdlicherer ","1"
"14815"," unermüdlicheres ","1"
"14816"," unermüdliches ","1"
"14817"," unermüdlichst ","1"
"14818"," unermüdlichste ","1"
"14819"," unermüdlichstem ","1"
"14820"," unermüdlichsten ","1"
"14821"," unermüdlichster ","1"
"14822"," unermüdlichstes ","1"
"33021"," unerquicklich ","-1"
"33022"," unerquickliche ","-1"
"33023"," unerquicklichem ","-1"
"33024"," unerquicklichen ","-1"
"33025"," unerquicklicher ","-1"
"33026"," unerquicklichere ","-1"
"33027"," unerquicklicherem ","-1"
"33028"," unerquicklicheren ","-1"
"33029"," unerquicklicherer ","-1"
"33030"," unerquicklicheres ","-1"
"33031"," unerquickliches ","-1"
"33032"," unerquicklichst ","-1"
"33033"," unerquicklichste ","-1"
"33034"," unerquicklichstem ","-1"
"33035"," unerquicklichsten ","-1"
"33036"," unerquicklichster ","-1"
"33037"," unerquicklichstes ","-1"
"33038"," unerreichbar ","-1"
"14823"," unerreicht ","1"
"14824"," unerreichte ","1"
"14825"," unerreichtem ","1"
"14826"," unerreichten ","1"
"14827"," unerreichter ","1"
"14828"," unerreichtere ","1"
"14829"," unerreichterem ","1"
"14830"," unerreichteren ","1"
"14831"," unerreichterer ","1"
"14832"," unerreichteres ","1"
"14833"," unerreichtes ","1"
"14834"," unerreichtst ","1"
"14835"," unerreichtste ","1"
"14836"," unerreichtstem ","1"
"14837"," unerreichtsten ","1"
"14838"," unerreichtster ","1"
"14839"," unerreichtstes ","1"
"33041"," unersättlich ","-1"
"33042"," unersättliche ","-1"
"14840"," unerschrocken ","1"
"14841"," unerschrockene ","1"
"14842"," unerschrockenem ","1"
"14843"," unerschrockenen ","1"
"14844"," unerschrockener ","1"
"14845"," unerschrockenere ","1"
"14846"," unerschrockenerem ","1"
"14847"," unerschrockeneren ","1"
"14848"," unerschrockenerer ","1"
"14849"," unerschrockeneres ","1"
"14850"," unerschrockenes ","1"
"1728"," unerschrockenheit ","1"
"14851"," unerschrockenst ","1"
"14852"," unerschrockenste ","1"
"14853"," unerschrockenstem ","1"
"14854"," unerschrockensten ","1"
"14855"," unerschrockenster ","1"
"14856"," unerschrockenstes ","1"
"14857"," unerschrockner ","1"
"14858"," unerschrocknere ","1"
"14859"," unerschrocknerem ","1"
"14860"," unerschrockneren ","1"
"14861"," unerschrocknerer ","1"
"14862"," unerschrockneres ","1"
"33040"," unerschütterlich ","-1"
"33039"," unerschwinglich ","-1"
"14863"," unersetzlich ","1"
"14864"," unersetzliche ","1"
"14865"," unersetzlichem ","1"
"14866"," unersetzlichen ","1"
"14867"," unersetzlicher ","1"
"14868"," unersetzlichere ","1"
"14869"," unersetzlicherem ","1"
"14870"," unersetzlicheren ","1"
"14871"," unersetzlicherer ","1"
"14872"," unersetzlicheres ","1"
"14873"," unersetzliches ","1"
"14874"," unersetzlichst ","1"
"14875"," unersetzlichste ","1"
"14876"," unersetzlichstem ","1"
"14877"," unersetzlichsten ","1"
"14878"," unersetzlichster ","1"
"14879"," unersetzlichstes ","1"
"33043"," unerträglich ","-1"
"33044"," unerträgliche ","-1"
"33045"," unerträglichem ","-1"
"33046"," unerträglichen ","-1"
"33047"," unerträglicher ","-1"
"33048"," unerträglichere ","-1"
"33049"," unerträglicherem ","-1"
"33050"," unerträglicheren ","-1"
"33051"," unerträglicherer ","-1"
"33052"," unerträglicheres ","-1"
"33053"," unerträgliches ","-1"
"20679"," unerträglichkeit ","-1"
"33054"," unerträglichst ","-1"
"33055"," unerträglichste ","-1"
"33056"," unerträglichstem ","-1"
"33057"," unerträglichsten ","-1"
"33058"," unerträglichster ","-1"
"33059"," unerträglichstes ","-1"
"33060"," unerwartet ","-1"
"33061"," unerwartete ","-1"
"33062"," unerwartetem ","-1"
"33063"," unerwarteten ","-1"
"33064"," unerwarteter ","-1"
"33065"," unerwartetere ","-1"
"33066"," unerwarteterem ","-1"
"33067"," unerwarteteren ","-1"
"33068"," unerwarteterer ","-1"
"33069"," unerwarteteres ","-1"
"33070"," unerwartetes ","-1"
"33071"," unerwartetst ","-1"
"33072"," unerwartetste ","-1"
"33073"," unerwartetstem ","-1"
"33074"," unerwartetsten ","-1"
"33075"," unerwartetster ","-1"
"33076"," unerwartetstes ","-1"
"33077"," unerwiesen ","-1"
"33078"," unerwünscht ","-1"
"33079"," unerwünschte ","-1"
"33080"," unerwünschtem ","-1"
"33081"," unerwünschten ","-1"
"33082"," unerwünschter ","-1"
"33083"," unerwünschtere ","-1"
"33084"," unerwünschterem ","-1"
"33085"," unerwünschteren ","-1"
"33086"," unerwünschterer ","-1"
"33087"," unerwünschteres ","-1"
"33088"," unerwünschtes ","-1"
"33089"," unerwünschtest ","-1"
"33090"," unerwünschteste ","-1"
"33091"," unerwünschtestem ","-1"
"33092"," unerwünschtesten ","-1"
"33093"," unerwünschtester ","-1"
"33094"," unerwünschtestes ","-1"
"33095"," unethisch ","-1"
"33096"," unfachmännisch ","-1"
"33173"," unfähig ","-1"
"33174"," unfähige ","-1"
"33175"," unfähigem ","-1"
"33176"," unfähigen ","-1"
"33177"," unfähiger ","-1"
"33178"," unfähigere ","-1"
"33179"," unfähigerem ","-1"
"33180"," unfähigeren ","-1"
"33181"," unfähigerer ","-1"
"33182"," unfähigeres ","-1"
"33183"," unfähiges ","-1"
"20690"," unfähigkeit ","-1"
"33184"," unfähigst ","-1"
"33185"," unfähigste ","-1"
"33186"," unfähigstem ","-1"
"33187"," unfähigsten ","-1"
"33188"," unfähigster ","-1"
"33189"," unfähigstes ","-1"
"33097"," unfair ","-1"
"33098"," unfaire ","-1"
"33099"," unfairem ","-1"
"33100"," unfairen ","-1"
"33101"," unfairer ","-1"
"33102"," unfairere ","-1"
"33103"," unfairerem ","-1"
"33104"," unfaireren ","-1"
"33105"," unfairerer ","-1"
"33106"," unfaireres ","-1"
"33107"," unfairerweise ","-1"
"33108"," unfaires ","-1"
"33109"," unfairst ","-1"
"33110"," unfairste ","-1"
"33111"," unfairstem ","-1"
"33112"," unfairsten ","-1"
"33113"," unfairster ","-1"
"33114"," unfairstes ","-1"
"20680"," unfall ","-1"
"20691"," unfälle ","-1"
"20692"," unfällen ","-1"
"20681"," unfalles ","-1"
"20682"," unfalls ","-1"
"33115"," unfassbar ","-1"
"33116"," unfasslich ","-1"
"14880"," unfehlbar ","1"
"14881"," unfehlbare ","1"
"14882"," unfehlbarem ","1"
"14883"," unfehlbaren ","1"
"14884"," unfehlbarer ","1"
"14885"," unfehlbarere ","1"
"14886"," unfehlbarerem ","1"
"14887"," unfehlbareren ","1"
"14888"," unfehlbarerer ","1"
"14889"," unfehlbareres ","1"
"14890"," unfehlbares ","1"
"1729"," unfehlbarkeit ","1"
"14891"," unfehlbarst ","1"
"14892"," unfehlbarste ","1"
"14893"," unfehlbarstem ","1"
"14894"," unfehlbarsten ","1"
"14895"," unfehlbarster ","1"
"14896"," unfehlbarstes ","1"
"33117"," unfein ","-1"
"33118"," unfeine ","-1"
"33119"," unfeinem ","-1"
"33120"," unfeinen ","-1"
"33121"," unfeiner ","-1"
"33122"," unfeinere ","-1"
"33123"," unfeinerem ","-1"
"33124"," unfeineren ","-1"
"33125"," unfeinerer ","-1"
"33126"," unfeineres ","-1"
"33127"," unfeines ","-1"
"20683"," unfeinheit ","-1"
"33128"," unfeinst ","-1"
"33129"," unfeinste ","-1"
"33130"," unfeinstem ","-1"
"33131"," unfeinsten ","-1"
"33132"," unfeinster ","-1"
"33133"," unfeinstes ","-1"
"33134"," unfertig ","-1"
"20684"," unflätigkeit ","-1"
"33135"," unflexibel ","-1"
"33136"," unfolgsam ","-1"
"20685"," unfolgsamkeit ","-1"
"33137"," unfreiwillig ","-1"
"33138"," unfreiwillige ","-1"
"33139"," unfreiwilligem ","-1"
"33140"," unfreiwilligen ","-1"
"33141"," unfreiwilliger ","-1"
"33142"," unfreiwilligere ","-1"
"33143"," unfreiwilligerem ","-1"
"33144"," unfreiwilligeren ","-1"
"33145"," unfreiwilligerer ","-1"
"33146"," unfreiwilligeres ","-1"
"33147"," unfreiwilliges ","-1"
"33148"," unfreiwilligst ","-1"
"33149"," unfreiwilligste ","-1"
"33150"," unfreiwilligstem ","-1"
"33151"," unfreiwilligsten ","-1"
"33152"," unfreiwilligster ","-1"
"33153"," unfreiwilligstes ","-1"
"33154"," unfreundlich ","-1"
"33155"," unfreundliche ","-1"
"33156"," unfreundlichem ","-1"
"33157"," unfreundlichen ","-1"
"33158"," unfreundlicher ","-1"
"33159"," unfreundlichere ","-1"
"33160"," unfreundlicherem ","-1"
"33161"," unfreundlicheren ","-1"
"33162"," unfreundlicherer ","-1"
"33163"," unfreundlicheres ","-1"
"33164"," unfreundliches ","-1"
"20686"," unfreundlichkeit ","-1"
"20687"," unfreundlichkeiten ","-1"
"33165"," unfreundlichst ","-1"
"33166"," unfreundlichste ","-1"
"33167"," unfreundlichstem ","-1"
"33168"," unfreundlichsten ","-1"
"33169"," unfreundlichster ","-1"
"33170"," unfreundlichstes ","-1"
"20688"," unfriede ","-1"
"20689"," unfug ","-1"
"33171"," unfundiert ","-1"
"33172"," unfundierte ","-1"
"33190"," ungastlich ","-1"
"14897"," ungeahnt ","1"
"14898"," ungeahnte ","1"
"14899"," ungeahntem ","1"
"14900"," ungeahnten ","1"
"14901"," ungeahnter ","1"
"14902"," ungeahntere ","1"
"14903"," ungeahnterem ","1"
"14904"," ungeahnteren ","1"
"14905"," ungeahnterer ","1"
"14906"," ungeahnteres ","1"
"14907"," ungeahntes ","1"
"14908"," ungeahntst ","1"
"14909"," ungeahntste ","1"
"14910"," ungeahntstem ","1"
"14911"," ungeahntsten ","1"
"14912"," ungeahntster ","1"
"14913"," ungeahntstes ","1"
"33216"," ungebärdig ","-1"
"33191"," ungebeten ","-1"
"33192"," ungebetene ","-1"
"33193"," ungebetenem ","-1"
"33194"," ungebetenen ","-1"
"33195"," ungebetener ","-1"
"33196"," ungebetenere ","-1"
"33197"," ungebetenerem ","-1"
"33198"," ungebeteneren ","-1"
"33199"," ungebetenerer ","-1"
"33200"," ungebeteneres ","-1"
"33201"," ungebetenes ","-1"
"33202"," ungebetenst ","-1"
"33203"," ungebetenste ","-1"
"33204"," ungebetenstem ","-1"
"33205"," ungebetensten ","-1"
"33206"," ungebetenster ","-1"
"33207"," ungebetenstes ","-1"
"33208"," ungebetner ","-1"
"33209"," ungebetnere ","-1"
"33210"," ungebetnerem ","-1"
"33211"," ungebetneren ","-1"
"33212"," ungebetnerer ","-1"
"33213"," ungebetneres ","-1"
"33214"," ungebildet ","-1"
"33215"," ungebräuchlich ","-1"
"14914"," ungebrochen ","1"
"14915"," ungebrochene ","1"
"14916"," ungebrochenem ","1"
"14917"," ungebrochenen ","1"
"14918"," ungebrochener ","1"
"14919"," ungebrochenere ","1"
"14920"," ungebrochenerem ","1"
"14921"," ungebrocheneren ","1"
"14922"," ungebrochenerer ","1"
"14923"," ungebrocheneres ","1"
"14924"," ungebrochenes ","1"
"14925"," ungebrochenst ","1"
"14926"," ungebrochenste ","1"
"14927"," ungebrochenstem ","1"
"14928"," ungebrochensten ","1"
"14929"," ungebrochenster ","1"
"14930"," ungebrochenstes ","1"
"20693"," ungebühr ","-1"
"33217"," ungebührlich ","-1"
"33218"," ungebührliche ","-1"
"33219"," ungebührlichem ","-1"
"33220"," ungebührlichen ","-1"
"33221"," ungebührlicher ","-1"
"33222"," ungebührlichere ","-1"
"33223"," ungebührlicherem ","-1"
"33224"," ungebührlicheren ","-1"
"33225"," ungebührlicherer ","-1"
"33226"," ungebührlicheres ","-1"
"33227"," ungebührliches ","-1"
"33228"," ungebührlichst ","-1"
"33229"," ungebührlichste ","-1"
"33230"," ungebührlichstem ","-1"
"33231"," ungebührlichsten ","-1"
"33232"," ungebührlichster ","-1"
"33233"," ungebührlichstes ","-1"
"14931"," ungebunden ","1"
"33234"," ungedeckt ","-1"
"33235"," ungedeckte ","-1"
"33236"," ungedecktem ","-1"
"33237"," ungedeckten ","-1"
"33238"," ungedeckter ","-1"
"33239"," ungedecktere ","-1"
"33240"," ungedeckterem ","-1"
"33241"," ungedeckteren ","-1"
"33242"," ungedeckterer ","-1"
"33243"," ungedeckteres ","-1"
"33244"," ungedecktes ","-1"
"33245"," ungedecktst ","-1"
"33246"," ungedecktste ","-1"
"33247"," ungedecktstem ","-1"
"33248"," ungedecktsten ","-1"
"33249"," ungedecktster ","-1"
"33250"," ungedecktstes ","-1"
"20694"," ungeduld ","-1"
"33251"," ungeduldig ","-1"
"33252"," ungeduldige ","-1"
"33253"," ungeduldigem ","-1"
"33254"," ungeduldigen ","-1"
"33255"," ungeduldiger ","-1"
"33256"," ungeduldigere ","-1"
"33257"," ungeduldigerem ","-1"
"33258"," ungeduldigeren ","-1"
"33259"," ungeduldigerer ","-1"
"33260"," ungeduldigeres ","-1"
"33261"," ungeduldiges ","-1"
"33262"," ungeduldigst ","-1"
"33263"," ungeduldigste ","-1"
"33264"," ungeduldigstem ","-1"
"33265"," ungeduldigsten ","-1"
"33266"," ungeduldigster ","-1"
"33267"," ungeduldigstes ","-1"
"33268"," ungeeignet ","-1"
"33269"," ungeeignete ","-1"
"33270"," ungeeignetem ","-1"
"33271"," ungeeigneten ","-1"
"33272"," ungeeigneter ","-1"
"33273"," ungeeignetere ","-1"
"33274"," ungeeigneterem ","-1"
"33275"," ungeeigneteren ","-1"
"33276"," ungeeigneterer ","-1"
"33277"," ungeeigneteres ","-1"
"33278"," ungeeignetes ","-1"
"20695"," ungeeignetheit ","-1"
"33279"," ungeeignetst ","-1"
"33280"," ungeeignetste ","-1"
"33281"," ungeeignetstem ","-1"
"33282"," ungeeignetsten ","-1"
"33283"," ungeeignetster ","-1"
"33284"," ungeeignetstes ","-1"
"14932"," ungefährlich ","1"
"33285"," ungeheuer ","-1"
"33286"," ungeheuerlich ","-1"
"33287"," ungeheuerliche ","-1"
"33288"," ungeheuerlichem ","-1"
"33289"," ungeheuerlichen ","-1"
"33290"," ungeheuerlicher ","-1"
"33291"," ungeheuerlichere ","-1"
"33292"," ungeheuerlicherem ","-1"
"33293"," ungeheuerlicheren ","-1"
"33294"," ungeheuerlicherer ","-1"
"33295"," ungeheuerlicheres ","-1"
"33296"," ungeheuerliches ","-1"
"20696"," ungeheuerlichkeit ","-1"
"33297"," ungeheuerlichst ","-1"
"33298"," ungeheuerlichste ","-1"
"33299"," ungeheuerlichstem ","-1"
"33300"," ungeheuerlichsten ","-1"
"33301"," ungeheuerlichster ","-1"
"33302"," ungeheuerlichstes ","-1"
"33303"," ungeheuerst ","-1"
"33304"," ungeheuerste ","-1"
"33305"," ungeheuerstem ","-1"
"33306"," ungeheuersten ","-1"
"33307"," ungeheuerster ","-1"
"33308"," ungeheuerstes ","-1"
"33309"," ungeheure ","-1"
"33310"," ungeheurem ","-1"
"33311"," ungeheuren ","-1"
"33312"," ungeheurer ","-1"
"33313"," ungeheurere ","-1"
"33314"," ungeheurerem ","-1"
"33315"," ungeheureren ","-1"
"33316"," ungeheurerer ","-1"
"33317"," ungeheureres ","-1"
"33318"," ungeheures ","-1"
"33319"," ungehobelt ","-1"
"33320"," ungehobelte ","-1"
"33321"," ungehobeltem ","-1"
"33322"," ungehobelten ","-1"
"33323"," ungehobelter ","-1"
"33324"," ungehobeltere ","-1"
"33325"," ungehobelterem ","-1"
"33326"," ungehobelteren ","-1"
"33327"," ungehobelterer ","-1"
"33328"," ungehobelteres ","-1"
"33329"," ungehobeltes ","-1"
"33330"," ungehobeltst ","-1"
"33331"," ungehobeltste ","-1"
"33332"," ungehobeltstem ","-1"
"33333"," ungehobeltsten ","-1"
"33334"," ungehobeltster ","-1"
"33335"," ungehobeltstes ","-1"
"33352"," ungehörig ","-1"
"20699"," ungehörigkeit ","-1"
"20697"," ungehorsam ","-1"
"33336"," ungehorsame ","-1"
"33337"," ungehorsamem ","-1"
"33338"," ungehorsamen ","-1"
"33339"," ungehorsamer ","-1"
"33340"," ungehorsamere ","-1"
"33341"," ungehorsamerem ","-1"
"33342"," ungehorsameren ","-1"
"33343"," ungehorsamerer ","-1"
"33344"," ungehorsameres ","-1"
"33345"," ungehorsames ","-1"
"20698"," ungehorsamkeit ","-1"
"33346"," ungehorsamst ","-1"
"33347"," ungehorsamste ","-1"
"33348"," ungehorsamstem ","-1"
"33349"," ungehorsamsten ","-1"
"33350"," ungehorsamster ","-1"
"33351"," ungehorsamstes ","-1"
"33353"," ungeklärt ","-1"
"33354"," ungelagert ","-1"
"33355"," ungelegen ","-1"
"33356"," ungelernt ","-1"
"33357"," ungeliebt ","-1"
"33358"," ungeliebte ","-1"
"33359"," ungeliebtem ","-1"
"33360"," ungeliebten ","-1"
"33361"," ungeliebter ","-1"
"33362"," ungeliebtere ","-1"
"33363"," ungeliebterem ","-1"
"33364"," ungeliebteren ","-1"
"33365"," ungeliebterer ","-1"
"33366"," ungeliebteres ","-1"
"33367"," ungeliebtes ","-1"
"33368"," ungeliebtest ","-1"
"33369"," ungeliebteste ","-1"
"33370"," ungeliebtestem ","-1"
"33371"," ungeliebtesten ","-1"
"33372"," ungeliebtester ","-1"
"33373"," ungeliebtestes ","-1"
"33374"," ungelöst ","-1"
"33375"," ungelöste ","-1"
"33376"," ungemütlich ","-1"
"33377"," ungemütliche ","-1"
"33378"," ungemütlichem ","-1"
"33379"," ungemütlichen ","-1"
"33380"," ungemütlicher ","-1"
"33381"," ungemütlichere ","-1"
"33382"," ungemütlicherem ","-1"
"33383"," ungemütlicheren ","-1"
"33384"," ungemütlicherer ","-1"
"33385"," ungemütlicheres ","-1"
"33386"," ungemütliches ","-1"
"33387"," ungemütlichst ","-1"
"33388"," ungemütlichste ","-1"
"33389"," ungemütlichstem ","-1"
"33390"," ungemütlichsten ","-1"
"33391"," ungemütlichster ","-1"
"33392"," ungemütlichstes ","-1"
"33393"," ungenau ","-1"
"33394"," ungenaue ","-1"
"33395"," ungenauem ","-1"
"33396"," ungenauen ","-1"
"33397"," ungenauer ","-1"
"33398"," ungenauere ","-1"
"33399"," ungenauerem ","-1"
"33400"," ungenaueren ","-1"
"33401"," ungenauerer ","-1"
"33402"," ungenaueres ","-1"
"33403"," ungenaues ","-1"
"33404"," ungenauest ","-1"
"33405"," ungenaueste ","-1"
"33406"," ungenauestem ","-1"
"33407"," ungenauesten ","-1"
"33408"," ungenauester ","-1"
"33409"," ungenauestes ","-1"
"20700"," ungenauigkeit ","-1"
"20701"," ungenauigkeiten ","-1"
"33410"," ungenaust ","-1"
"33411"," ungenauste ","-1"
"33412"," ungenaustem ","-1"
"33413"," ungenausten ","-1"
"33414"," ungenauster ","-1"
"33415"," ungenaustes ","-1"
"14933"," ungeniert ","1"
"33416"," ungenügend ","-1"
"33417"," ungeordnet ","-1"
"33418"," ungeordnete ","-1"
"33419"," ungeordnetem ","-1"
"33420"," ungeordneten ","-1"
"33421"," ungeordneter ","-1"
"33422"," ungeordnetere ","-1"
"33423"," ungeordneterem ","-1"
"33424"," ungeordneteren ","-1"
"33425"," ungeordneterer ","-1"
"33426"," ungeordneteres ","-1"
"33427"," ungeordnetes ","-1"
"33428"," ungeordnetst ","-1"
"33429"," ungeordnetste ","-1"
"33430"," ungeordnetstem ","-1"
"33431"," ungeordnetsten ","-1"
"33432"," ungeordnetster ","-1"
"33433"," ungeordnetstes ","-1"
"33434"," ungeprüft ","-1"
"33435"," ungerade ","-1"
"33436"," ungerecht ","-1"
"33437"," ungerechte ","-1"
"33438"," ungerechtem ","-1"
"33439"," ungerechten ","-1"
"33440"," ungerechter ","-1"
"33441"," ungerechtere ","-1"
"33442"," ungerechterem ","-1"
"33443"," ungerechteren ","-1"
"33444"," ungerechterer ","-1"
"33445"," ungerechteres ","-1"
"33446"," ungerechterweise ","-1"
"33447"," ungerechtes ","-1"
"33448"," ungerechtest ","-1"
"33449"," ungerechteste ","-1"
"33450"," ungerechtestem ","-1"
"33451"," ungerechtesten ","-1"
"33452"," ungerechtester ","-1"
"33453"," ungerechtestes ","-1"
"33454"," ungerechtfertigt ","-1"
"33455"," ungerechtfertigte ","-1"
"33456"," ungerechtfertigtem ","-1"
"33457"," ungerechtfertigten ","-1"
"33458"," ungerechtfertigter ","-1"
"33459"," ungerechtfertigtere ","-1"
"33460"," ungerechtfertigterem ","-1"
"33461"," ungerechtfertigteren ","-1"
"33462"," ungerechtfertigterer ","-1"
"33463"," ungerechtfertigteres ","-1"
"33464"," ungerechtfertigtes ","-1"
"33465"," ungerechtfertigtst ","-1"
"33466"," ungerechtfertigtste ","-1"
"33467"," ungerechtfertigtstem ","-1"
"33468"," ungerechtfertigtsten ","-1"
"33469"," ungerechtfertigtster ","-1"
"33470"," ungerechtfertigtstes ","-1"
"20702"," ungerechtigkeit ","-1"
"20703"," ungerechtigkeiten ","-1"
"33471"," ungereimt ","-1"
"33472"," ungern ","-1"
"33473"," ungerührt ","-1"
"20704"," ungeschicklichkeit ","-1"
"20705"," ungeschicklichkeiten ","-1"
"33474"," ungeschickt ","-1"
"33475"," ungeschickte ","-1"
"33476"," ungeschicktem ","-1"
"33477"," ungeschickten ","-1"
"33478"," ungeschickter ","-1"
"33479"," ungeschicktere ","-1"
"33480"," ungeschickterem ","-1"
"33481"," ungeschickteren ","-1"
"33482"," ungeschickterer ","-1"
"33483"," ungeschickteres ","-1"
"33484"," ungeschicktes ","-1"
"33485"," ungeschicktest ","-1"
"33486"," ungeschickteste ","-1"
"33487"," ungeschicktestem ","-1"
"33488"," ungeschicktesten ","-1"
"33489"," ungeschicktester ","-1"
"33490"," ungeschicktestes ","-1"
"33491"," ungeschlichtet ","-1"
"33492"," ungeschliffen ","-1"
"33493"," ungeschminkt ","-1"
"33494"," ungeschminkte ","-1"
"33495"," ungeschminktem ","-1"
"33496"," ungeschminkten ","-1"
"33497"," ungeschminkter ","-1"
"33498"," ungeschminktere ","-1"
"33499"," ungeschminkterem ","-1"
"33500"," ungeschminkteren ","-1"
"33501"," ungeschminkterer ","-1"
"33502"," ungeschminkteres ","-1"
"33503"," ungeschminktes ","-1"
"33504"," ungeschminktest ","-1"
"33505"," ungeschminkteste ","-1"
"33506"," ungeschminktestem ","-1"
"33507"," ungeschminktesten ","-1"
"33508"," ungeschminktester ","-1"
"33509"," ungeschminktestes ","-1"
"14934"," ungeschützt ","1"
"33510"," ungesellig ","-1"
"33511"," ungesetzlich ","-1"
"33512"," ungesetzliche ","-1"
"33513"," ungesetzlichem ","-1"
"33514"," ungesetzlichen ","-1"
"33515"," ungesetzlicher ","-1"
"33516"," ungesetzlichere ","-1"
"33517"," ungesetzlicherem ","-1"
"33518"," ungesetzlicheren ","-1"
"33519"," ungesetzlicherer ","-1"
"33520"," ungesetzlicheres ","-1"
"33521"," ungesetzliches ","-1"
"33522"," ungesetzlichst ","-1"
"33523"," ungesetzlichste ","-1"
"33524"," ungesetzlichstem ","-1"
"33525"," ungesetzlichsten ","-1"
"33526"," ungesetzlichster ","-1"
"33527"," ungesetzlichstes ","-1"
"33528"," ungesichert ","-1"
"33529"," ungesittet ","-1"
"33530"," ungestraft ","-1"
"20706"," ungestraftheit ","-1"
"33531"," ungestüm ","-1"
"33532"," ungesund ","-1"
"33533"," ungesunde ","-1"
"33534"," ungesundem ","-1"
"33535"," ungesunden ","-1"
"33536"," ungesunder ","-1"
"33549"," ungesünder ","-1"
"33537"," ungesundere ","-1"
"33550"," ungesündere ","-1"
"33538"," ungesunderem ","-1"
"33551"," ungesünderem ","-1"
"33539"," ungesunderen ","-1"
"33552"," ungesünderen ","-1"
"33540"," ungesunderer ","-1"
"33553"," ungesünderer ","-1"
"33541"," ungesunderes ","-1"
"33554"," ungesünderes ","-1"
"33542"," ungesundes ","-1"
"33543"," ungesundest ","-1"
"33555"," ungesündest ","-1"
"33544"," ungesundeste ","-1"
"33556"," ungesündeste ","-1"
"33545"," ungesundestem ","-1"
"33557"," ungesündestem ","-1"
"33546"," ungesundesten ","-1"
"33558"," ungesündesten ","-1"
"33547"," ungesundester ","-1"
"33559"," ungesündester ","-1"
"33548"," ungesundestes ","-1"
"33560"," ungesündestes ","-1"
"14935"," ungeteilt ","1"
"14936"," ungeteilte ","1"
"14937"," ungeteiltem ","1"
"14938"," ungeteilten ","1"
"14939"," ungeteilter ","1"
"14940"," ungeteiltere ","1"
