"","pattern","replacement","feature","sentiment"
"33840"," (nicht|nichts|kein|keine|keinen) unkorrektestes "," NOT_unkorrektestes "," NOT_unkorrektestes ",1
"20730"," (nicht|nichts|kein|keine|keinen) unkraut "," NOT_unkraut "," NOT_unkraut ",1
"33841"," (nicht|nichts|kein|keine|keinen) unkritisch "," NOT_unkritisch "," NOT_unkritisch ",1
"33842"," (nicht|nichts|kein|keine|keinen) unkritische "," NOT_unkritische "," NOT_unkritische ",1
"33843"," (nicht|nichts|kein|keine|keinen) unkritischem "," NOT_unkritischem "," NOT_unkritischem ",1
"33844"," (nicht|nichts|kein|keine|keinen) unkritischen "," NOT_unkritischen "," NOT_unkritischen ",1
"33845"," (nicht|nichts|kein|keine|keinen) unkritischer "," NOT_unkritischer "," NOT_unkritischer ",1
"33846"," (nicht|nichts|kein|keine|keinen) unkritischere "," NOT_unkritischere "," NOT_unkritischere ",1
"33847"," (nicht|nichts|kein|keine|keinen) unkritischerem "," NOT_unkritischerem "," NOT_unkritischerem ",1
"33848"," (nicht|nichts|kein|keine|keinen) unkritischeren "," NOT_unkritischeren "," NOT_unkritischeren ",1
"33849"," (nicht|nichts|kein|keine|keinen) unkritischerer "," NOT_unkritischerer "," NOT_unkritischerer ",1
"33850"," (nicht|nichts|kein|keine|keinen) unkritischeres "," NOT_unkritischeres "," NOT_unkritischeres ",1
"33851"," (nicht|nichts|kein|keine|keinen) unkritisches "," NOT_unkritisches "," NOT_unkritisches ",1
"33852"," (nicht|nichts|kein|keine|keinen) unkritischst "," NOT_unkritischst "," NOT_unkritischst ",1
"33853"," (nicht|nichts|kein|keine|keinen) unkritischste "," NOT_unkritischste "," NOT_unkritischste ",1
"33854"," (nicht|nichts|kein|keine|keinen) unkritischstem "," NOT_unkritischstem "," NOT_unkritischstem ",1
"33855"," (nicht|nichts|kein|keine|keinen) unkritischsten "," NOT_unkritischsten "," NOT_unkritischsten ",1
"33856"," (nicht|nichts|kein|keine|keinen) unkritischster "," NOT_unkritischster "," NOT_unkritischster ",1
"33857"," (nicht|nichts|kein|keine|keinen) unkritischstes "," NOT_unkritischstes "," NOT_unkritischstes ",1
"33858"," (nicht|nichts|kein|keine|keinen) unkündbar "," NOT_unkündbar "," NOT_unkündbar ",1
"33859"," (nicht|nichts|kein|keine|keinen) unlauter "," NOT_unlauter "," NOT_unlauter ",1
"33860"," (nicht|nichts|kein|keine|keinen) unlautere "," NOT_unlautere "," NOT_unlautere ",1
"33861"," (nicht|nichts|kein|keine|keinen) unlauterem "," NOT_unlauterem "," NOT_unlauterem ",1
"33862"," (nicht|nichts|kein|keine|keinen) unlauteren "," NOT_unlauteren "," NOT_unlauteren ",1
"33863"," (nicht|nichts|kein|keine|keinen) unlauterer "," NOT_unlauterer "," NOT_unlauterer ",1
"33864"," (nicht|nichts|kein|keine|keinen) unlauterere "," NOT_unlauterere "," NOT_unlauterere ",1
"33865"," (nicht|nichts|kein|keine|keinen) unlautererem "," NOT_unlautererem "," NOT_unlautererem ",1
"33866"," (nicht|nichts|kein|keine|keinen) unlautereren "," NOT_unlautereren "," NOT_unlautereren ",1
"33867"," (nicht|nichts|kein|keine|keinen) unlautererer "," NOT_unlautererer "," NOT_unlautererer ",1
"33868"," (nicht|nichts|kein|keine|keinen) unlautereres "," NOT_unlautereres "," NOT_unlautereres ",1
"33869"," (nicht|nichts|kein|keine|keinen) unlauteres "," NOT_unlauteres "," NOT_unlauteres ",1
"20731"," (nicht|nichts|kein|keine|keinen) unlauterkeit "," NOT_unlauterkeit "," NOT_unlauterkeit ",1
"33870"," (nicht|nichts|kein|keine|keinen) unlauterst "," NOT_unlauterst "," NOT_unlauterst ",1
"33871"," (nicht|nichts|kein|keine|keinen) unlauterste "," NOT_unlauterste "," NOT_unlauterste ",1
"33872"," (nicht|nichts|kein|keine|keinen) unlauterstem "," NOT_unlauterstem "," NOT_unlauterstem ",1
"33873"," (nicht|nichts|kein|keine|keinen) unlautersten "," NOT_unlautersten "," NOT_unlautersten ",1
"33874"," (nicht|nichts|kein|keine|keinen) unlauterster "," NOT_unlauterster "," NOT_unlauterster ",1
"33875"," (nicht|nichts|kein|keine|keinen) unlauterstes "," NOT_unlauterstes "," NOT_unlauterstes ",1
"33876"," (nicht|nichts|kein|keine|keinen) unlautrer "," NOT_unlautrer "," NOT_unlautrer ",1
"33877"," (nicht|nichts|kein|keine|keinen) unlautrere "," NOT_unlautrere "," NOT_unlautrere ",1
"33878"," (nicht|nichts|kein|keine|keinen) unlautrerem "," NOT_unlautrerem "," NOT_unlautrerem ",1
"33879"," (nicht|nichts|kein|keine|keinen) unlautreren "," NOT_unlautreren "," NOT_unlautreren ",1
"33880"," (nicht|nichts|kein|keine|keinen) unlautrerer "," NOT_unlautrerer "," NOT_unlautrerer ",1
"33881"," (nicht|nichts|kein|keine|keinen) unlautreres "," NOT_unlautreres "," NOT_unlautreres ",1
"33882"," (nicht|nichts|kein|keine|keinen) unlenksam "," NOT_unlenksam "," NOT_unlenksam ",1
"33883"," (nicht|nichts|kein|keine|keinen) unlieb "," NOT_unlieb "," NOT_unlieb ",1
"33884"," (nicht|nichts|kein|keine|keinen) unliebenswürdig "," NOT_unliebenswürdig "," NOT_unliebenswürdig ",1
"33885"," (nicht|nichts|kein|keine|keinen) unliebsam "," NOT_unliebsam "," NOT_unliebsam ",1
"33886"," (nicht|nichts|kein|keine|keinen) unliebsame "," NOT_unliebsame "," NOT_unliebsame ",1
"33887"," (nicht|nichts|kein|keine|keinen) unliebsamem "," NOT_unliebsamem "," NOT_unliebsamem ",1
"33888"," (nicht|nichts|kein|keine|keinen) unliebsamen "," NOT_unliebsamen "," NOT_unliebsamen ",1
"33889"," (nicht|nichts|kein|keine|keinen) unliebsamer "," NOT_unliebsamer "," NOT_unliebsamer ",1
"33890"," (nicht|nichts|kein|keine|keinen) unliebsamere "," NOT_unliebsamere "," NOT_unliebsamere ",1
"33891"," (nicht|nichts|kein|keine|keinen) unliebsamerem "," NOT_unliebsamerem "," NOT_unliebsamerem ",1
"33892"," (nicht|nichts|kein|keine|keinen) unliebsameren "," NOT_unliebsameren "," NOT_unliebsameren ",1
"33893"," (nicht|nichts|kein|keine|keinen) unliebsamerer "," NOT_unliebsamerer "," NOT_unliebsamerer ",1
"33894"," (nicht|nichts|kein|keine|keinen) unliebsameres "," NOT_unliebsameres "," NOT_unliebsameres ",1
"33895"," (nicht|nichts|kein|keine|keinen) unliebsames "," NOT_unliebsames "," NOT_unliebsames ",1
"33896"," (nicht|nichts|kein|keine|keinen) unliebsamst "," NOT_unliebsamst "," NOT_unliebsamst ",1
"33897"," (nicht|nichts|kein|keine|keinen) unliebsamste "," NOT_unliebsamste "," NOT_unliebsamste ",1
"33898"," (nicht|nichts|kein|keine|keinen) unliebsamstem "," NOT_unliebsamstem "," NOT_unliebsamstem ",1
"33899"," (nicht|nichts|kein|keine|keinen) unliebsamsten "," NOT_unliebsamsten "," NOT_unliebsamsten ",1
"33900"," (nicht|nichts|kein|keine|keinen) unliebsamster "," NOT_unliebsamster "," NOT_unliebsamster ",1
"33901"," (nicht|nichts|kein|keine|keinen) unliebsamstes "," NOT_unliebsamstes "," NOT_unliebsamstes ",1
"33902"," (nicht|nichts|kein|keine|keinen) unlogisch "," NOT_unlogisch "," NOT_unlogisch ",1
"33903"," (nicht|nichts|kein|keine|keinen) unlogische "," NOT_unlogische "," NOT_unlogische ",1
"33904"," (nicht|nichts|kein|keine|keinen) unlogischem "," NOT_unlogischem "," NOT_unlogischem ",1
"33905"," (nicht|nichts|kein|keine|keinen) unlogischen "," NOT_unlogischen "," NOT_unlogischen ",1
"33906"," (nicht|nichts|kein|keine|keinen) unlogischer "," NOT_unlogischer "," NOT_unlogischer ",1
"33907"," (nicht|nichts|kein|keine|keinen) unlogischere "," NOT_unlogischere "," NOT_unlogischere ",1
"33908"," (nicht|nichts|kein|keine|keinen) unlogischerem "," NOT_unlogischerem "," NOT_unlogischerem ",1
"33909"," (nicht|nichts|kein|keine|keinen) unlogischeren "," NOT_unlogischeren "," NOT_unlogischeren ",1
"33910"," (nicht|nichts|kein|keine|keinen) unlogischerer "," NOT_unlogischerer "," NOT_unlogischerer ",1
"33911"," (nicht|nichts|kein|keine|keinen) unlogischeres "," NOT_unlogischeres "," NOT_unlogischeres ",1
"33912"," (nicht|nichts|kein|keine|keinen) unlogisches "," NOT_unlogisches "," NOT_unlogisches ",1
"33913"," (nicht|nichts|kein|keine|keinen) unlogischst "," NOT_unlogischst "," NOT_unlogischst ",1
"33914"," (nicht|nichts|kein|keine|keinen) unlogischste "," NOT_unlogischste "," NOT_unlogischste ",1
"33915"," (nicht|nichts|kein|keine|keinen) unlogischstem "," NOT_unlogischstem "," NOT_unlogischstem ",1
"33916"," (nicht|nichts|kein|keine|keinen) unlogischsten "," NOT_unlogischsten "," NOT_unlogischsten ",1
"33917"," (nicht|nichts|kein|keine|keinen) unlogischster "," NOT_unlogischster "," NOT_unlogischster ",1
"33918"," (nicht|nichts|kein|keine|keinen) unlogischstes "," NOT_unlogischstes "," NOT_unlogischstes ",1
"33919"," (nicht|nichts|kein|keine|keinen) unlösbar "," NOT_unlösbar "," NOT_unlösbar ",1
"20732"," (nicht|nichts|kein|keine|keinen) unlust "," NOT_unlust "," NOT_unlust ",1
"33920"," (nicht|nichts|kein|keine|keinen) unmenschlich "," NOT_unmenschlich "," NOT_unmenschlich ",1
"33921"," (nicht|nichts|kein|keine|keinen) unmenschliche "," NOT_unmenschliche "," NOT_unmenschliche ",1
"33922"," (nicht|nichts|kein|keine|keinen) unmenschlichem "," NOT_unmenschlichem "," NOT_unmenschlichem ",1
"33923"," (nicht|nichts|kein|keine|keinen) unmenschlichen "," NOT_unmenschlichen "," NOT_unmenschlichen ",1
"33924"," (nicht|nichts|kein|keine|keinen) unmenschlicher "," NOT_unmenschlicher "," NOT_unmenschlicher ",1
"33925"," (nicht|nichts|kein|keine|keinen) unmenschlichere "," NOT_unmenschlichere "," NOT_unmenschlichere ",1
"33926"," (nicht|nichts|kein|keine|keinen) unmenschlicherem "," NOT_unmenschlicherem "," NOT_unmenschlicherem ",1
"33927"," (nicht|nichts|kein|keine|keinen) unmenschlicheren "," NOT_unmenschlicheren "," NOT_unmenschlicheren ",1
"33928"," (nicht|nichts|kein|keine|keinen) unmenschlicherer "," NOT_unmenschlicherer "," NOT_unmenschlicherer ",1
"33929"," (nicht|nichts|kein|keine|keinen) unmenschlicheres "," NOT_unmenschlicheres "," NOT_unmenschlicheres ",1
"33930"," (nicht|nichts|kein|keine|keinen) unmenschliches "," NOT_unmenschliches "," NOT_unmenschliches ",1
"20733"," (nicht|nichts|kein|keine|keinen) unmenschlichkeit "," NOT_unmenschlichkeit "," NOT_unmenschlichkeit ",1
"20734"," (nicht|nichts|kein|keine|keinen) unmenschlichkeiten "," NOT_unmenschlichkeiten "," NOT_unmenschlichkeiten ",1
"33931"," (nicht|nichts|kein|keine|keinen) unmenschlichst "," NOT_unmenschlichst "," NOT_unmenschlichst ",1
"33932"," (nicht|nichts|kein|keine|keinen) unmenschlichste "," NOT_unmenschlichste "," NOT_unmenschlichste ",1
"33933"," (nicht|nichts|kein|keine|keinen) unmenschlichstem "," NOT_unmenschlichstem "," NOT_unmenschlichstem ",1
"33934"," (nicht|nichts|kein|keine|keinen) unmenschlichsten "," NOT_unmenschlichsten "," NOT_unmenschlichsten ",1
"33935"," (nicht|nichts|kein|keine|keinen) unmenschlichster "," NOT_unmenschlichster "," NOT_unmenschlichster ",1
"33936"," (nicht|nichts|kein|keine|keinen) unmenschlichstes "," NOT_unmenschlichstes "," NOT_unmenschlichstes ",1
"33937"," (nicht|nichts|kein|keine|keinen) unmerklich "," NOT_unmerklich "," NOT_unmerklich ",1
"15027"," (nicht|nichts|kein|keine|keinen) unmissverständlich "," NOT_unmissverständlich "," NOT_unmissverständlich ",-1
"15028"," (nicht|nichts|kein|keine|keinen) unmittelbar "," NOT_unmittelbar "," NOT_unmittelbar ",-1
"33938"," (nicht|nichts|kein|keine|keinen) unmodern "," NOT_unmodern "," NOT_unmodern ",1
"33941"," (nicht|nichts|kein|keine|keinen) unmöglich "," NOT_unmöglich "," NOT_unmöglich ",1
"33942"," (nicht|nichts|kein|keine|keinen) unmögliche "," NOT_unmögliche "," NOT_unmögliche ",1
"33943"," (nicht|nichts|kein|keine|keinen) unmöglichem "," NOT_unmöglichem "," NOT_unmöglichem ",1
"33944"," (nicht|nichts|kein|keine|keinen) unmöglichen "," NOT_unmöglichen "," NOT_unmöglichen ",1
"33945"," (nicht|nichts|kein|keine|keinen) unmöglicher "," NOT_unmöglicher "," NOT_unmöglicher ",1
"33946"," (nicht|nichts|kein|keine|keinen) unmöglichere "," NOT_unmöglichere "," NOT_unmöglichere ",1
"33947"," (nicht|nichts|kein|keine|keinen) unmöglicherem "," NOT_unmöglicherem "," NOT_unmöglicherem ",1
"33948"," (nicht|nichts|kein|keine|keinen) unmöglicheren "," NOT_unmöglicheren "," NOT_unmöglicheren ",1
"33949"," (nicht|nichts|kein|keine|keinen) unmöglicherer "," NOT_unmöglicherer "," NOT_unmöglicherer ",1
"33950"," (nicht|nichts|kein|keine|keinen) unmöglicheres "," NOT_unmöglicheres "," NOT_unmöglicheres ",1
"33951"," (nicht|nichts|kein|keine|keinen) unmögliches "," NOT_unmögliches "," NOT_unmögliches ",1
"33952"," (nicht|nichts|kein|keine|keinen) unmöglichst "," NOT_unmöglichst "," NOT_unmöglichst ",1
"33953"," (nicht|nichts|kein|keine|keinen) unmöglichste "," NOT_unmöglichste "," NOT_unmöglichste ",1
"33954"," (nicht|nichts|kein|keine|keinen) unmöglichstem "," NOT_unmöglichstem "," NOT_unmöglichstem ",1
"33955"," (nicht|nichts|kein|keine|keinen) unmöglichsten "," NOT_unmöglichsten "," NOT_unmöglichsten ",1
"33956"," (nicht|nichts|kein|keine|keinen) unmöglichster "," NOT_unmöglichster "," NOT_unmöglichster ",1
"33957"," (nicht|nichts|kein|keine|keinen) unmöglichstes "," NOT_unmöglichstes "," NOT_unmöglichstes ",1
"20735"," (nicht|nichts|kein|keine|keinen) unmoral "," NOT_unmoral "," NOT_unmoral ",1
"33939"," (nicht|nichts|kein|keine|keinen) unmoralisch "," NOT_unmoralisch "," NOT_unmoralisch ",1
"20736"," (nicht|nichts|kein|keine|keinen) unmut "," NOT_unmut "," NOT_unmut ",1
"20737"," (nicht|nichts|kein|keine|keinen) unmutes "," NOT_unmutes "," NOT_unmutes ",1
"33940"," (nicht|nichts|kein|keine|keinen) unmutig "," NOT_unmutig "," NOT_unmutig ",1
"20738"," (nicht|nichts|kein|keine|keinen) unmuts "," NOT_unmuts "," NOT_unmuts ",1
"15029"," (nicht|nichts|kein|keine|keinen) unnachahmlich "," NOT_unnachahmlich "," NOT_unnachahmlich ",-1
"33958"," (nicht|nichts|kein|keine|keinen) unnachgiebig "," NOT_unnachgiebig "," NOT_unnachgiebig ",1
"20739"," (nicht|nichts|kein|keine|keinen) unnachgiebigkeit "," NOT_unnachgiebigkeit "," NOT_unnachgiebigkeit ",1
"33959"," (nicht|nichts|kein|keine|keinen) unnatürlich "," NOT_unnatürlich "," NOT_unnatürlich ",1
"33960"," (nicht|nichts|kein|keine|keinen) unnötig "," NOT_unnötig "," NOT_unnötig ",1
"33961"," (nicht|nichts|kein|keine|keinen) unnötige "," NOT_unnötige "," NOT_unnötige ",1
"33962"," (nicht|nichts|kein|keine|keinen) unnötigem "," NOT_unnötigem "," NOT_unnötigem ",1
"33963"," (nicht|nichts|kein|keine|keinen) unnötigen "," NOT_unnötigen "," NOT_unnötigen ",1
"33964"," (nicht|nichts|kein|keine|keinen) unnötiger "," NOT_unnötiger "," NOT_unnötiger ",1
"33965"," (nicht|nichts|kein|keine|keinen) unnötigere "," NOT_unnötigere "," NOT_unnötigere ",1
"33966"," (nicht|nichts|kein|keine|keinen) unnötigerem "," NOT_unnötigerem "," NOT_unnötigerem ",1
"33967"," (nicht|nichts|kein|keine|keinen) unnötigeren "," NOT_unnötigeren "," NOT_unnötigeren ",1
"33968"," (nicht|nichts|kein|keine|keinen) unnötigerer "," NOT_unnötigerer "," NOT_unnötigerer ",1
"33969"," (nicht|nichts|kein|keine|keinen) unnötigeres "," NOT_unnötigeres "," NOT_unnötigeres ",1
"33970"," (nicht|nichts|kein|keine|keinen) unnötiges "," NOT_unnötiges "," NOT_unnötiges ",1
"33971"," (nicht|nichts|kein|keine|keinen) unnötigst "," NOT_unnötigst "," NOT_unnötigst ",1
"33972"," (nicht|nichts|kein|keine|keinen) unnötigste "," NOT_unnötigste "," NOT_unnötigste ",1
"33973"," (nicht|nichts|kein|keine|keinen) unnötigstem "," NOT_unnötigstem "," NOT_unnötigstem ",1
"33974"," (nicht|nichts|kein|keine|keinen) unnötigsten "," NOT_unnötigsten "," NOT_unnötigsten ",1
"33975"," (nicht|nichts|kein|keine|keinen) unnötigster "," NOT_unnötigster "," NOT_unnötigster ",1
"33976"," (nicht|nichts|kein|keine|keinen) unnötigstes "," NOT_unnötigstes "," NOT_unnötigstes ",1
"33977"," (nicht|nichts|kein|keine|keinen) unnütz "," NOT_unnütz "," NOT_unnütz ",1
"33978"," (nicht|nichts|kein|keine|keinen) unnütze "," NOT_unnütze "," NOT_unnütze ",1
"33979"," (nicht|nichts|kein|keine|keinen) unnützem "," NOT_unnützem "," NOT_unnützem ",1
"33980"," (nicht|nichts|kein|keine|keinen) unnützen "," NOT_unnützen "," NOT_unnützen ",1
"33981"," (nicht|nichts|kein|keine|keinen) unnützer "," NOT_unnützer "," NOT_unnützer ",1
"33982"," (nicht|nichts|kein|keine|keinen) unnützere "," NOT_unnützere "," NOT_unnützere ",1
"33983"," (nicht|nichts|kein|keine|keinen) unnützerem "," NOT_unnützerem "," NOT_unnützerem ",1
"33984"," (nicht|nichts|kein|keine|keinen) unnützeren "," NOT_unnützeren "," NOT_unnützeren ",1
"33985"," (nicht|nichts|kein|keine|keinen) unnützerer "," NOT_unnützerer "," NOT_unnützerer ",1
"33986"," (nicht|nichts|kein|keine|keinen) unnützeres "," NOT_unnützeres "," NOT_unnützeres ",1
"33987"," (nicht|nichts|kein|keine|keinen) unnützes "," NOT_unnützes "," NOT_unnützes ",1
"33988"," (nicht|nichts|kein|keine|keinen) unnützest "," NOT_unnützest "," NOT_unnützest ",1
"33989"," (nicht|nichts|kein|keine|keinen) unnützeste "," NOT_unnützeste "," NOT_unnützeste ",1
"33990"," (nicht|nichts|kein|keine|keinen) unnützestem "," NOT_unnützestem "," NOT_unnützestem ",1
"33991"," (nicht|nichts|kein|keine|keinen) unnützesten "," NOT_unnützesten "," NOT_unnützesten ",1
"33992"," (nicht|nichts|kein|keine|keinen) unnützester "," NOT_unnützester "," NOT_unnützester ",1
"33993"," (nicht|nichts|kein|keine|keinen) unnützestes "," NOT_unnützestes "," NOT_unnützestes ",1
"33994"," (nicht|nichts|kein|keine|keinen) unnützlich "," NOT_unnützlich "," NOT_unnützlich ",1
"33995"," (nicht|nichts|kein|keine|keinen) unordentlich "," NOT_unordentlich "," NOT_unordentlich ",1
"20740"," (nicht|nichts|kein|keine|keinen) unordnung "," NOT_unordnung "," NOT_unordnung ",1
"20741"," (nicht|nichts|kein|keine|keinen) unordnungen "," NOT_unordnungen "," NOT_unordnungen ",1
"33996"," (nicht|nichts|kein|keine|keinen) unorthodox "," NOT_unorthodox "," NOT_unorthodox ",1
"15030"," (nicht|nichts|kein|keine|keinen) unparteiisch "," NOT_unparteiisch "," NOT_unparteiisch ",-1
"15031"," (nicht|nichts|kein|keine|keinen) unparteiische "," NOT_unparteiische "," NOT_unparteiische ",-1
"15032"," (nicht|nichts|kein|keine|keinen) unparteiischem "," NOT_unparteiischem "," NOT_unparteiischem ",-1
"15033"," (nicht|nichts|kein|keine|keinen) unparteiischen "," NOT_unparteiischen "," NOT_unparteiischen ",-1
"15034"," (nicht|nichts|kein|keine|keinen) unparteiischer "," NOT_unparteiischer "," NOT_unparteiischer ",-1
"15035"," (nicht|nichts|kein|keine|keinen) unparteiischere "," NOT_unparteiischere "," NOT_unparteiischere ",-1
"15036"," (nicht|nichts|kein|keine|keinen) unparteiischerem "," NOT_unparteiischerem "," NOT_unparteiischerem ",-1
"15037"," (nicht|nichts|kein|keine|keinen) unparteiischeren "," NOT_unparteiischeren "," NOT_unparteiischeren ",-1
"15038"," (nicht|nichts|kein|keine|keinen) unparteiischerer "," NOT_unparteiischerer "," NOT_unparteiischerer ",-1
"15039"," (nicht|nichts|kein|keine|keinen) unparteiischeres "," NOT_unparteiischeres "," NOT_unparteiischeres ",-1
"15040"," (nicht|nichts|kein|keine|keinen) unparteiisches "," NOT_unparteiisches "," NOT_unparteiisches ",-1
"15041"," (nicht|nichts|kein|keine|keinen) unparteiischst "," NOT_unparteiischst "," NOT_unparteiischst ",-1
"15042"," (nicht|nichts|kein|keine|keinen) unparteiischste "," NOT_unparteiischste "," NOT_unparteiischste ",-1
"15043"," (nicht|nichts|kein|keine|keinen) unparteiischstem "," NOT_unparteiischstem "," NOT_unparteiischstem ",-1
"15044"," (nicht|nichts|kein|keine|keinen) unparteiischsten "," NOT_unparteiischsten "," NOT_unparteiischsten ",-1
"15045"," (nicht|nichts|kein|keine|keinen) unparteiischster "," NOT_unparteiischster "," NOT_unparteiischster ",-1
"15046"," (nicht|nichts|kein|keine|keinen) unparteiischstes "," NOT_unparteiischstes "," NOT_unparteiischstes ",-1
"1731"," (nicht|nichts|kein|keine|keinen) unparteilichkeit "," NOT_unparteilichkeit "," NOT_unparteilichkeit ",-1
"33997"," (nicht|nichts|kein|keine|keinen) unpassend "," NOT_unpassend "," NOT_unpassend ",1
"33998"," (nicht|nichts|kein|keine|keinen) unpassende "," NOT_unpassende "," NOT_unpassende ",1
"33999"," (nicht|nichts|kein|keine|keinen) unpassendem "," NOT_unpassendem "," NOT_unpassendem ",1
"34000"," (nicht|nichts|kein|keine|keinen) unpassenden "," NOT_unpassenden "," NOT_unpassenden ",1
"34001"," (nicht|nichts|kein|keine|keinen) unpassender "," NOT_unpassender "," NOT_unpassender ",1
"34002"," (nicht|nichts|kein|keine|keinen) unpassendere "," NOT_unpassendere "," NOT_unpassendere ",1
"34003"," (nicht|nichts|kein|keine|keinen) unpassenderem "," NOT_unpassenderem "," NOT_unpassenderem ",1
"34004"," (nicht|nichts|kein|keine|keinen) unpassenderen "," NOT_unpassenderen "," NOT_unpassenderen ",1
"34005"," (nicht|nichts|kein|keine|keinen) unpassenderer "," NOT_unpassenderer "," NOT_unpassenderer ",1
"34006"," (nicht|nichts|kein|keine|keinen) unpassenderes "," NOT_unpassenderes "," NOT_unpassenderes ",1
"34007"," (nicht|nichts|kein|keine|keinen) unpassendes "," NOT_unpassendes "," NOT_unpassendes ",1
"20742"," (nicht|nichts|kein|keine|keinen) unpassendheit "," NOT_unpassendheit "," NOT_unpassendheit ",1
"34008"," (nicht|nichts|kein|keine|keinen) unpassendst "," NOT_unpassendst "," NOT_unpassendst ",1
"34009"," (nicht|nichts|kein|keine|keinen) unpassendste "," NOT_unpassendste "," NOT_unpassendste ",1
"34010"," (nicht|nichts|kein|keine|keinen) unpassendstem "," NOT_unpassendstem "," NOT_unpassendstem ",1
"34011"," (nicht|nichts|kein|keine|keinen) unpassendsten "," NOT_unpassendsten "," NOT_unpassendsten ",1
"34012"," (nicht|nichts|kein|keine|keinen) unpassendster "," NOT_unpassendster "," NOT_unpassendster ",1
"34013"," (nicht|nichts|kein|keine|keinen) unpassendstes "," NOT_unpassendstes "," NOT_unpassendstes ",1
"34053"," (nicht|nichts|kein|keine|keinen) unpässlich "," NOT_unpässlich "," NOT_unpässlich ",1
"20743"," (nicht|nichts|kein|keine|keinen) unpässlichkeit "," NOT_unpässlichkeit "," NOT_unpässlichkeit ",1
"34014"," (nicht|nichts|kein|keine|keinen) unpersönlich "," NOT_unpersönlich "," NOT_unpersönlich ",1
"34015"," (nicht|nichts|kein|keine|keinen) unpersönliche "," NOT_unpersönliche "," NOT_unpersönliche ",1
"34016"," (nicht|nichts|kein|keine|keinen) unpersönlichem "," NOT_unpersönlichem "," NOT_unpersönlichem ",1
"34017"," (nicht|nichts|kein|keine|keinen) unpersönlichen "," NOT_unpersönlichen "," NOT_unpersönlichen ",1
"34018"," (nicht|nichts|kein|keine|keinen) unpersönlicher "," NOT_unpersönlicher "," NOT_unpersönlicher ",1
"34019"," (nicht|nichts|kein|keine|keinen) unpersönlichere "," NOT_unpersönlichere "," NOT_unpersönlichere ",1
"34020"," (nicht|nichts|kein|keine|keinen) unpersönlicherem "," NOT_unpersönlicherem "," NOT_unpersönlicherem ",1
"34021"," (nicht|nichts|kein|keine|keinen) unpersönlicheren "," NOT_unpersönlicheren "," NOT_unpersönlicheren ",1
"34022"," (nicht|nichts|kein|keine|keinen) unpersönlicherer "," NOT_unpersönlicherer "," NOT_unpersönlicherer ",1
"34023"," (nicht|nichts|kein|keine|keinen) unpersönlicheres "," NOT_unpersönlicheres "," NOT_unpersönlicheres ",1
"34024"," (nicht|nichts|kein|keine|keinen) unpersönliches "," NOT_unpersönliches "," NOT_unpersönliches ",1
"34025"," (nicht|nichts|kein|keine|keinen) unpersönlichst "," NOT_unpersönlichst "," NOT_unpersönlichst ",1
"34026"," (nicht|nichts|kein|keine|keinen) unpersönlichste "," NOT_unpersönlichste "," NOT_unpersönlichste ",1
"34027"," (nicht|nichts|kein|keine|keinen) unpersönlichstem "," NOT_unpersönlichstem "," NOT_unpersönlichstem ",1
"34028"," (nicht|nichts|kein|keine|keinen) unpersönlichsten "," NOT_unpersönlichsten "," NOT_unpersönlichsten ",1
"34029"," (nicht|nichts|kein|keine|keinen) unpersönlichster "," NOT_unpersönlichster "," NOT_unpersönlichster ",1
"34030"," (nicht|nichts|kein|keine|keinen) unpersönlichstes "," NOT_unpersönlichstes "," NOT_unpersönlichstes ",1
"34031"," (nicht|nichts|kein|keine|keinen) unplausibel "," NOT_unplausibel "," NOT_unplausibel ",1
"34032"," (nicht|nichts|kein|keine|keinen) unpopulär "," NOT_unpopulär "," NOT_unpopulär ",1
"34033"," (nicht|nichts|kein|keine|keinen) unpopuläre "," NOT_unpopuläre "," NOT_unpopuläre ",1
"34034"," (nicht|nichts|kein|keine|keinen) unpopulärem "," NOT_unpopulärem "," NOT_unpopulärem ",1
"34035"," (nicht|nichts|kein|keine|keinen) unpopulären "," NOT_unpopulären "," NOT_unpopulären ",1
"34036"," (nicht|nichts|kein|keine|keinen) unpopulärer "," NOT_unpopulärer "," NOT_unpopulärer ",1
"34037"," (nicht|nichts|kein|keine|keinen) unpopulärere "," NOT_unpopulärere "," NOT_unpopulärere ",1
"34038"," (nicht|nichts|kein|keine|keinen) unpopulärerem "," NOT_unpopulärerem "," NOT_unpopulärerem ",1
"34039"," (nicht|nichts|kein|keine|keinen) unpopuläreren "," NOT_unpopuläreren "," NOT_unpopuläreren ",1
"34040"," (nicht|nichts|kein|keine|keinen) unpopulärerer "," NOT_unpopulärerer "," NOT_unpopulärerer ",1
"34041"," (nicht|nichts|kein|keine|keinen) unpopuläreres "," NOT_unpopuläreres "," NOT_unpopuläreres ",1
"34042"," (nicht|nichts|kein|keine|keinen) unpopuläres "," NOT_unpopuläres "," NOT_unpopuläres ",1
"34043"," (nicht|nichts|kein|keine|keinen) unpopulärst "," NOT_unpopulärst "," NOT_unpopulärst ",1
"34044"," (nicht|nichts|kein|keine|keinen) unpopulärste "," NOT_unpopulärste "," NOT_unpopulärste ",1
"34045"," (nicht|nichts|kein|keine|keinen) unpopulärstem "," NOT_unpopulärstem "," NOT_unpopulärstem ",1
"34046"," (nicht|nichts|kein|keine|keinen) unpopulärsten "," NOT_unpopulärsten "," NOT_unpopulärsten ",1
